,Ahmanson Center for Biological Research,Ahn House,Albert S Raubenheimer Music Faculty Memorial Building,Allan Hancock Foundation,Amy King Dundon-Berchtold University Club of USC,Annenberg School for Communication & Journalism,Beigler Hall of Engineering,Bing Theater,Bohnett Residential College,Bovard Administration Building,Bridge Hall,Cale Residential College,College Academic Services Building,College House,Cowlings Residential College,Davidson Continuing Education Center;USC International Academy,Denney Research Center,Downey Way Parking Structure,Dr. Joseph Medicine Crow Center for International and Public Affairs,Elaine and Kenneth Leventhal School of Accounting,Elvon and Mabel Musick Law Building,Engemann Student Health Center,Ethel Percy Andrus Gerontology Center,Figueroa Building,Frank R Seaver Science Center,Glorya Kaufman International Dance Center,Grace Ford Salvatori Hall of Letters, Arts and Sciences,Hall Building (HSH),Hedco Neurosciences Building,Heritage Hall,Hoffman Hall,Honors Dining Hall,Hughes Aircraft Electrical Engineering Center,Ilium Residential College,Irani Hall,Jefferson Blvd. Parking Structure,Jefferson Building,Jill & Frank Fertitta Hall,John J Brooks Memorial Pavilion,John Mckay Center,John R. Hubbard Hall, Student Administrative Services,John Williams Scoring Stage,Joint Educational Project House,Kaprielian Hall,Kenneth and Eileen Norris Cinema Center,Leavey Library,Loker Hall,Lyon Recreation Center,McAlister Academic Resource Center,McCarthy Honors Residential College,McClintock Hall,Michelson Hall,Montgomery Ross Fisher Building,Mrs Willis H Booth Ferris Memorial Hall,Neely Petroleum Engineering,Nemirovsky Residential College,Physical Education Building,Popovich Hall,Powell Hall,Priam Residential College,Ralph and Goldy Lewis Hall,Rapp Hall,Ray and Nadine Watt Hall of Architecture and Fine Arts,Ronald Tutor Campus Center,Ronald Tutor Hall,Royal Street Parking Structure,Salvatori Computer Science Center,Scene Dock Theatre,School of Cinematic Arts - SCA,School of Cinematic Arts - SCC,School of Cinematic Arts - SCE,School of Cinematic Arts - SCI,School of Cinematic Arts - SCX,School of Cinematic Arts -SCB,Seaver Science Library,Seeley G. Mudd Building,Social Sciences Building,Social Work Center,Stabler Hall,Stauffer Science Lecture Hall,Stauffer Science Lecture Hall,Stonier Hall,Taper Hall,Technical Theatre Laboratory,The Music Complex,Town and Gown,USC Bookstores,USC Iovine and Young Academy,UV One,University Religious Center,Uytengsu Aquatics Center,Verna and Peter Dauterive Hall,Virginia Ramo Hall of Music,Vivian Hall,Waite Phillips Hall,Wallis Annenberg Hall,Widney Alumni House,Wilson Dental Library and Norris Dental Science Center,Zumberge Hall
Anna Bing Arnold Child Care Ctr.,0.30985915492957744,0.24390243902439024,0.18823529411764706,0.21428571428571427,0.4,0.25316455696202533,0.1694915254237288,0.2727272727272727,0.2711864406779661,0.25806451612903225,0.23255813953488372,0.25,0.21212121212121213,0.2222222222222222,0.3,0.2553191489361702,0.25925925925925924,0.3333333333333333,0.16,0.1728395061728395,0.23880597014925373,0.22580645161290322,0.2318840579710145,0.24489795918367346,0.22950819672131148,0.273972602739726,0.25287356321839083,0.27450980392156865,0.2,0.17777777777777778,0.18181818181818182,0.32,0.2077922077922078,0.24561403508771928,0.19047619047619047,0.3076923076923077,0.24,0.1724137931034483,0.2222222222222222,0.20408163265306123,0.18823529411764706,0.3050847457627119,0.2222222222222222,0.1702127659574468,0.16901408450704225,0.2608695652173913,0.14285714285714285,0.18518518518518517,0.30303030303030304,0.1791044776119403,0.2127659574468085,0.17391304347826086,0.19047619047619047,0.22535211267605634,0.1694915254237288,0.22580645161290322,0.2033898305084746,0.13333333333333333,0.13953488372093023,0.24561403508771928,0.27586206896551724,0.1951219512195122,0.3023255813953488,0.41379310344827586,0.24489795918367346,0.2903225806451613,0.3076923076923077,0.16,0.25806451612903225,0.2903225806451613,0.25806451612903225,0.25806451612903225,0.25806451612903225,0.26229508196721313,0.2222222222222222,0.18181818181818182,0.21428571428571427,0.24,0.18181818181818182,0.16393442622950818,0.16393442622950818,0.18181818181818182,0.19047619047619047,0.3333333333333333,0.24489795918367346,0.17777777777777778,0.21739130434782608,0.3,0.10526315789473684,0.2711864406779661,0.25,0.2903225806451613,0.13559322033898305,0.18604651162790697,0.27450980392156865,0.3018867924528302,0.23529411764705882,0.37209302325581395,0.13333333333333333
American Button Manufacturing,0.29411764705882354,0.21052631578947367,0.3170731707317073,0.3018867924528302,0.15584415584415584,0.34210526315789475,0.2857142857142857,0.1951219512195122,0.17857142857142858,0.3728813559322034,0.15,0.22641509433962265,0.38095238095238093,0.14285714285714285,0.14035087719298245,0.1978021978021978,0.0784313725490196,0.3508771929824561,0.16494845360824742,0.23076923076923078,0.3125,0.1016949152542373,0.30303030303030304,0.391304347826087,0.2413793103448276,0.4,0.16666666666666666,0.2916666666666667,0.3508771929824561,0.2857142857142857,0.24390243902439024,0.2978723404255319,0.32432432432432434,0.25925925925925924,0.2564102564102564,0.3225806451612903,0.3829787234042553,0.2545454545454545,0.23333333333333334,0.34782608695652173,0.14634146341463414,0.25,0.3333333333333333,0.2727272727272727,0.08823529411764706,0.18604651162790697,0.15384615384615385,0.27450980392156865,0.31746031746031744,0.21875,0.2727272727272727,0.27906976744186046,0.3333333333333333,0.20588235294117646,0.21428571428571427,0.23728813559322035,0.35714285714285715,0.14285714285714285,0.1,0.25925925925925924,0.21818181818181817,0.15789473684210525,0.3132530120481928,0.10909090909090909,0.30434782608695654,0.3389830508474576,0.25806451612903225,0.0851063829787234,0.2033898305084746,0.2033898305084746,0.2033898305084746,0.2033898305084746,0.2033898305084746,0.1724137931034483,0.23529411764705882,0.2692307692307692,0.3018867924528302,0.0851063829787234,0.14634146341463414,0.3103448275862069,0.3103448275862069,0.24390243902439024,0.15384615384615385,0.3157894736842105,0.21739130434782608,0.23809523809523808,0.23255813953488372,0.10526315789473684,0.05714285714285714,0.21428571428571427,0.11320754716981132,0.13559322033898305,0.10714285714285714,0.25,0.125,0.16,0.125,0.21686746987951808,0.19047619047619047
Anna Bing Arnold Child Care Ctr. Annex,0.2857142857142857,0.2127659574468085,0.17582417582417584,0.1935483870967742,0.37209302325581395,0.09411764705882353,0.15384615384615385,0.24,0.27692307692307694,0.23529411764705882,0.20408163265306123,0.25806451612903225,0.19444444444444445,0.23529411764705882,0.30303030303030304,0.26,0.13333333333333333,0.30303030303030304,0.18867924528301888,0.16091954022988506,0.2191780821917808,0.20588235294117646,0.18666666666666668,0.21818181818181817,0.208955223880597,0.25316455696202533,0.27956989247311825,0.24561403508771928,0.18181818181818182,0.1568627450980392,0.16,0.2857142857142857,0.1927710843373494,0.25396825396825395,0.16666666666666666,0.28169014084507044,0.21428571428571427,0.15625,0.2318840579710145,0.18181818181818182,0.1978021978021978,0.27692307692307694,0.2028985507246377,0.1509433962264151,0.1038961038961039,0.23076923076923078,0.125,0.16666666666666666,0.2777777777777778,0.1917808219178082,0.18867924528301888,0.15384615384615385,0.17391304347826086,0.2077922077922078,0.15384615384615385,0.23529411764705882,0.18461538461538463,0.11764705882352941,0.12244897959183673,0.25396825396825395,0.25,0.1702127659574468,0.30434782608695654,0.375,0.21818181818181817,0.2647058823529412,0.28169014084507044,0.14285714285714285,0.2647058823529412,0.2647058823529412,0.23529411764705882,0.23529411764705882,0.23529411764705882,0.23880597014925373,0.2,0.16393442622950818,0.1935483870967742,0.21428571428571427,0.16,0.14925373134328357,0.14925373134328357,0.16,0.16666666666666666,0.30303030303030304,0.2545454545454545,0.19607843137254902,0.19230769230769232,0.2727272727272727,0.13636363636363635,0.24615384615384617,0.22580645161290322,0.2647058823529412,0.12307692307692308,0.16326530612244897,0.24561403508771928,0.23728813559322035,0.21052631578947367,0.34782608695652173,0.11764705882352941
Ahmanson Ctr. for Biological Research,0.9473684210526315,0.30434782608695654,0.24444444444444444,0.16393442622950818,0.23529411764705882,0.3333333333333333,0.25,0.2857142857142857,0.28125,0.29850746268656714,0.125,0.29508196721311475,0.22535211267605634,0.24,0.24615384615384617,0.30303030303030304,0.3728813559322034,0.2153846153846154,0.3238095238095238,0.23255813953488372,0.25,0.3880597014925373,0.3783783783783784,0.2222222222222222,0.21212121212121213,0.28205128205128205,0.15217391304347827,0.25,0.2153846153846154,0.16,0.24489795918367346,0.32727272727272727,0.3170731707317073,0.22580645161290322,0.2127659574468085,0.22857142857142856,0.2909090909090909,0.2222222222222222,0.35294117647058826,0.2222222222222222,0.24444444444444444,0.28125,0.2647058823529412,0.19230769230769232,0.18421052631578946,0.11764705882352941,0.2127659574468085,0.23728813559322035,0.36619718309859156,0.3055555555555556,0.19230769230769232,0.27450980392156865,0.29411764705882354,0.23684210526315788,0.3125,0.23880597014925373,0.25,0.24,0.16666666666666666,0.22580645161290322,0.2857142857142857,0.17391304347826086,0.26373626373626374,0.38095238095238093,0.3333333333333333,0.26865671641791045,0.37142857142857144,0.18181818181818182,0.23880597014925373,0.23880597014925373,0.23880597014925373,0.23880597014925373,0.23880597014925373,0.24242424242424243,0.23728813559322035,0.26666666666666666,0.22950819672131148,0.2909090909090909,0.20408163265306123,0.24242424242424243,0.24242424242424243,0.24489795918367346,0.2127659574468085,0.3076923076923077,0.25925925925925924,0.16,0.23529411764705882,0.24615384615384617,0.09302325581395349,0.28125,0.22950819672131148,0.26865671641791045,0.25,0.20833333333333334,0.17857142857142858,0.20689655172413793,0.21428571428571427,0.24175824175824176,0.16
Accounting,0.24489795918367346,0.3157894736842105,0.25396825396825395,0.5294117647058824,0.13793103448275862,0.24561403508771928,0.2702702702702703,0.2727272727272727,0.2702702702702703,0.3,0.19047619047619047,0.23529411764705882,0.3181818181818182,0.17391304347826086,0.2631578947368421,0.16666666666666666,0.1875,0.2631578947368421,0.15384615384615385,0.3389830508474576,0.2222222222222222,0.2,0.2127659574468085,0.37037037037037035,0.20512820512820512,0.23529411764705882,0.09230769230769231,0.27586206896551724,0.3684210526315789,0.17391304347826086,0.18181818181818182,0.35714285714285715,0.2545454545454545,0.2857142857142857,0.2,0.23255813953488372,0.35714285714285715,0.16666666666666666,0.1951219512195122,0.2222222222222222,0.19047619047619047,0.2702702702702703,0.1951219512195122,0.08,0.12244897959183673,0.08333333333333333,0.1,0.25,0.3181818181818182,0.26666666666666666,0.24,0.25,0.2926829268292683,0.12244897959183673,0.32432432432432434,0.25,0.3783783783783784,0.08695652173913043,0.09523809523809523,0.22857142857142856,0.1111111111111111,0.0,0.09375,0.2222222222222222,0.2222222222222222,0.25,0.18604651162790697,0.21428571428571427,0.25,0.25,0.25,0.25,0.25,0.2564102564102564,0.1875,0.24242424242424243,0.35294117647058826,0.2857142857142857,0.09090909090909091,0.15384615384615385,0.15384615384615385,0.2727272727272727,0.0,0.21052631578947367,0.14814814814814814,0.2608695652173913,0.16666666666666666,0.21052631578947367,0.125,0.21621621621621623,0.23529411764705882,0.15,0.10810810810810811,0.09523809523809523,0.13793103448275862,0.25806451612903225,0.20689655172413793,0.15625,0.17391304347826086
Ahmanson Ctr. for Biological Research Animal Section,0.7912087912087912,0.22950819672131148,0.22857142857142856,0.2631578947368421,0.32,0.32323232323232326,0.22784810126582278,0.21875,0.35443037974683544,0.2682926829268293,0.12698412698412698,0.3684210526315789,0.27906976744186046,0.18461538461538463,0.325,0.24561403508771928,0.3783783783783784,0.175,0.26666666666666666,0.297029702970297,0.20689655172413793,0.3170731707317073,0.3146067415730337,0.17391304347826086,0.2222222222222222,0.23655913978494625,0.1308411214953271,0.22535211267605634,0.175,0.15384615384615385,0.21875,0.2857142857142857,0.32989690721649484,0.3116883116883117,0.1935483870967742,0.18823529411764706,0.22857142857142856,0.20512820512820512,0.40963855421686746,0.17391304347826086,0.20952380952380953,0.27848101265822783,0.1927710843373494,0.1791044776119403,0.15384615384615385,0.12121212121212122,0.1935483870967742,0.1891891891891892,0.37209302325581395,0.367816091954023,0.1791044776119403,0.24242424242424243,0.24096385542168675,0.21978021978021978,0.27848101265822783,0.3170731707317073,0.3037974683544304,0.24615384615384617,0.15873015873015872,0.3116883116883117,0.2564102564102564,0.16393442622950818,0.33962264150943394,0.3076923076923077,0.2898550724637681,0.1951219512195122,0.3058823529411765,0.14285714285714285,0.24390243902439024,0.24390243902439024,0.24390243902439024,0.24390243902439024,0.24390243902439024,0.24691358024691357,0.1891891891891892,0.21333333333333335,0.2631578947368421,0.22857142857142856,0.1875,0.24691358024691357,0.24691358024691357,0.21875,0.1935483870967742,0.35,0.2028985507246377,0.12307692307692308,0.18181818181818182,0.225,0.06896551724137931,0.25316455696202533,0.18421052631578946,0.24390243902439024,0.20253164556962025,0.19047619047619047,0.16901408450704225,0.2191780821917808,0.16901408450704225,0.37735849056603776,0.15384615384615385
George Finley Bovard Administration Bldg. and Kenneth Norris,0.24242424242424243,0.11594202898550725,0.12389380530973451,0.23809523809523808,0.16666666666666666,0.3177570093457944,0.22988505747126436,0.19444444444444445,0.16091954022988506,0.5777777777777777,0.16901408450704225,0.09523809523809523,0.14893617021276595,0.136986301369863,0.09090909090909091,0.29508196721311475,0.17073170731707318,0.29545454545454547,0.296875,0.3302752293577982,0.23157894736842105,0.28888888888888886,0.20618556701030927,0.23376623376623376,0.1797752808988764,0.3564356435643564,0.4,0.10126582278481013,0.18181818181818182,0.1917808219178082,0.1388888888888889,0.20512820512820512,0.26666666666666666,0.09411764705882353,0.17142857142857143,0.3225806451612903,0.2564102564102564,0.18604651162790697,0.1978021978021978,0.2077922077922078,0.40707964601769914,0.09195402298850575,0.2857142857142857,0.16,0.2828282828282828,0.16216216216216217,0.14285714285714285,0.3170731707317073,0.2765957446808511,0.08421052631578947,0.10666666666666667,0.1891891891891892,0.26373626373626374,0.30303030303030304,0.22988505747126436,0.08888888888888889,0.27586206896551724,0.1643835616438356,0.11267605633802817,0.09411764705882353,0.20930232558139536,0.08695652173913043,0.22807017543859648,0.18604651162790697,0.12987012987012986,0.2,0.17204301075268819,0.20512820512820512,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.24719101123595505,0.17073170731707318,0.2891566265060241,0.14285714285714285,0.1794871794871795,0.1388888888888889,0.1348314606741573,0.1348314606741573,0.16666666666666666,0.14285714285714285,0.22727272727272727,0.12987012987012986,0.2191780821917808,0.21621621621621623,0.22727272727272727,0.09090909090909091,0.2988505747126437,0.2857142857142857,0.3111111111111111,0.16091954022988506,0.16901408450704225,0.17721518987341772,0.1728395061728395,0.27848101265822783,0.3157894736842105,0.1917808219178082
Alpha Delta Chi House,0.3,0.5333333333333333,0.24324324324324326,0.3111111111111111,0.2898550724637681,0.29411764705882354,0.25,0.18181818181818182,0.20833333333333334,0.11764705882352941,0.1875,0.3111111111111111,0.10909090909090909,0.47058823529411764,0.2857142857142857,0.1686746987951807,0.27906976744186046,0.12244897959183673,0.2247191011235955,0.2571428571428571,0.2857142857142857,0.3137254901960784,0.2413793103448276,0.21052631578947367,0.28,0.25806451612903225,0.23684210526315788,0.25,0.08163265306122448,0.29411764705882354,0.18181818181818182,0.2564102564102564,0.24242424242424243,0.30434782608695654,0.25806451612903225,0.14814814814814814,0.10256410256410256,0.3404255319148936,0.19230769230769232,0.2631578947368421,0.1891891891891892,0.25,0.38461538461538464,0.3333333333333333,0.23333333333333334,0.17142857142857143,0.1935483870967742,0.23255813953488372,0.2909090909090909,0.21428571428571427,0.2222222222222222,0.2857142857142857,0.07692307692307693,0.26666666666666666,0.25,0.19607843137254902,0.20833333333333334,0.23529411764705882,0.25,0.21739130434782608,0.3829787234042553,0.2,0.13333333333333333,0.3404255319148936,0.2631578947368421,0.1568627450980392,0.2962962962962963,0.2564102564102564,0.27450980392156865,0.27450980392156865,0.27450980392156865,0.27450980392156865,0.27450980392156865,0.28,0.18604651162790697,0.18181818181818182,0.2222222222222222,0.2564102564102564,0.24242424242424243,0.24,0.24,0.18181818181818182,0.25806451612903225,0.24489795918367346,0.3157894736842105,0.17647058823529413,0.17142857142857143,0.20408163265306123,0.14814814814814814,0.3333333333333333,0.26666666666666666,0.27450980392156865,0.3333333333333333,0.1875,0.3,0.19047619047619047,0.45,0.24,0.17647058823529413
Alice and Eleonore Schoenfeld Symphonic Hall,0.21686746987951808,0.1509433962264151,0.32989690721649484,0.20588235294117646,0.391304347826087,0.4175824175824176,0.2535211267605634,0.17857142857142858,0.14084507042253522,0.24324324324324326,0.2545454545454545,0.23529411764705882,0.20512820512820512,0.14035087719298245,0.19444444444444445,0.3018867924528302,0.2727272727272727,0.1111111111111111,0.23214285714285715,0.34408602150537637,0.35443037974683544,0.32432432432432434,0.2962962962962963,0.19672131147540983,0.1917808219178082,0.18823529411764706,0.24242424242424243,0.12698412698412698,0.19444444444444445,0.24561403508771928,0.25,0.3870967741935484,0.3146067415730337,0.2028985507246377,0.2962962962962963,0.15584415584415584,0.25806451612903225,0.37142857142857144,0.10666666666666667,0.16393442622950818,0.16494845360824742,0.30985915492957744,0.29333333333333333,0.3050847457627119,0.40963855421686746,0.13793103448275862,0.25925925925925924,0.24242424242424243,0.23076923076923078,0.3291139240506329,0.2711864406779661,0.3793103448275862,0.24,0.3132530120481928,0.16901408450704225,0.13513513513513514,0.30985915492957744,0.2807017543859649,0.2909090909090909,0.14492753623188406,0.45714285714285713,0.2641509433962264,0.24489795918367346,0.22857142857142856,0.36065573770491804,0.21621621621621623,0.2077922077922078,0.1935483870967742,0.24324324324324326,0.24324324324324326,0.24324324324324326,0.24324324324324326,0.24324324324324326,0.2465753424657534,0.21212121212121213,0.23880597014925373,0.29411764705882354,0.25806451612903225,0.32142857142857145,0.3287671232876712,0.3287671232876712,0.32142857142857145,0.25925925925925924,0.25,0.19672131147540983,0.24561403508771928,0.1724137931034483,0.25,0.04,0.16901408450704225,0.20588235294117646,0.40540540540540543,0.2535211267605634,0.2909090909090909,0.25396825396825395,0.4,0.2222222222222222,0.3673469387755102,0.24561403508771928
Gamma Epsilon Omega fraternity,0.3188405797101449,0.15384615384615385,0.1927710843373494,0.2222222222222222,0.28205128205128205,0.2857142857142857,0.3157894736842105,0.2857142857142857,0.2807017543859649,0.26666666666666666,0.0975609756097561,0.3333333333333333,0.25,0.23255813953488372,0.27586206896551724,0.2826086956521739,0.23076923076923078,0.13793103448275862,0.2857142857142857,0.1518987341772152,0.2153846153846154,0.3333333333333333,0.208955223880597,0.2553191489361702,0.1694915254237288,0.3380281690140845,0.18823529411764706,0.24489795918367346,0.20689655172413793,0.18604651162790697,0.23809523809523808,0.20833333333333334,0.29333333333333333,0.32727272727272727,0.2,0.15873015873015872,0.20833333333333334,0.14285714285714285,0.19672131147540983,0.2978723404255319,0.24096385542168675,0.14035087719298245,0.29508196721311475,0.2222222222222222,0.2318840579710145,0.3181818181818182,0.15,0.34615384615384615,0.1875,0.27692307692307694,0.08888888888888889,0.22727272727272727,0.22950819672131148,0.2318840579710145,0.3157894736842105,0.3,0.2807017543859649,0.09302325581395349,0.0975609756097561,0.36363636363636365,0.10714285714285714,0.15384615384615385,0.2619047619047619,0.25,0.1702127659574468,0.13333333333333333,0.25396825396825395,0.2916666666666667,0.2,0.2,0.13333333333333333,0.2,0.2,0.1694915254237288,0.34615384615384615,0.22641509433962265,0.25925925925925924,0.2916666666666667,0.19047619047619047,0.2033898305084746,0.2033898305084746,0.19047619047619047,0.2,0.3103448275862069,0.2127659574468085,0.27906976744186046,0.18181818181818182,0.10344827586206896,0.16666666666666666,0.2807017543859649,0.2222222222222222,0.3,0.21052631578947367,0.1951219512195122,0.20408163265306123,0.23529411764705882,0.12244897959183673,0.30952380952380953,0.13953488372093023
